iter	Logloss
187	0.443033614
188	0.4427446253
189	0.4424883416
190	0.4423250751
191	0.4421682594
192	0.4419388491
193	0.4418512313
194	0.4414366131
195	0.4412323051
196	0.4411496246
197	0.4410081587
198	0.4408300114
199	0.4406252952
200	0.440402879
201	0.4402864075
202	0.4401649234
203	0.4400055815
204	0.4398641481
205	0.4395973826
206	0.4394396847
207	0.4392542006
208	0.4390806367
209	0.4387746974
210	0.438663312
211	0.4384213111
212	0.4382552495
213	0.4380876013
214	0.4379466336
215	0.4376815976
216	0.4375034454
217	0.4373328098
218	0.4372612487
219	0.4370791696
220	0.4369222902
221	0.4367520866
222	0.4366130107
223	0.4363381946
224	0.4362115016
225	0.4360138241
226	0.4359322738
227	0.4357680969
228	0.435582858
229	0.4353494082
230	0.435113883
231	0.4349115125
232	0.4348180663
233	0.4345040237
234	0.4344426858
235	0.4342445698
236	0.4341066364
237	0.4339106942
238	0.4337346839
239	0.433644349
240	0.4334456314
241	0.4332782493
242	0.4331809708
243	0.4330727445
244	0.4329853893
245	0.4327803596
246	0.4325739459
247	0.4323578504
248	0.4322086089
249	0.4320721787
250	0.4320667738
251	0.4318772708
252	0.4316620411
253	0.4315190984
254	0.4311883382
255	0.4308860168
256	0.4307129914
257	0.4305978901
258	0.4304164545
259	0.4302866178
260	0.4300802947
261	0.4299511904
262	0.4298301768
263	0.429675161
264	0.4294799808
265	0.4293052872
266	0.4290720585
267	0.4289206215
268	0.4287568279
269	0.4284949473
270	0.4283453683
271	0.4282580988
272	0.4281760134
273	0.4280457153
274	0.4278944339
275	0.4277964998
276	0.4277290481
277	0.4275911426
278	0.4274882583
279	0.4273545231
280	0.4271396668
281	0.4270182288
282	0.4268623908
283	0.4267183249
284	0.4265459167
285	0.4263736206
286	0.4261442979
287	0.4259760901
288	0.4256568733
289	0.4254269793
290	0.4253042671
291	0.4251666137
292	0.4250331724
293	0.4249245094
294	0.4248302443
295	0.4247289122
296	0.4246169977
297	0.4244979039
298	0.4243588017
299	0.4241861122
300	0.4240421233
301	0.4237872667
302	0.4236695229
303	0.4235846649
304	0.423436578
305	0.4233033245
306	0.4231204986
307	0.4230040555
308	0.4228534051
309	0.422604565
310	0.4223713449
311	0.4222584837
312	0.4220683779
313	0.4219599642
314	0.4218664455
315	0.4217587386
316	0.4216158154
317	0.4214722023
318	0.4213404173
319	0.4212646321
320	0.421144751
321	0.4210571672
322	0.4208870131
323	0.4207295304
324	0.4206357083
325	0.4205362134
326	0.4204560692
327	0.4202693945
328	0.4202051353
329	0.4199868492
330	0.4197554754
331	0.4196215622
332	0.4194689317
333	0.419369448
334	0.4192203012
335	0.4190102283
336	0.4188110963
337	0.4185558672
338	0.418328666
339	0.4181347468
340	0.4179695555
341	0.4177341308
342	0.4175846958
343	0.4174382708
344	0.417111603
345	0.416988304
346	0.4169236115
347	0.4167402442
348	0.4165090925
349	0.4163390026
350	0.416252409
351	0.4161597172
352	0.4160298149
353	0.4158887458
354	0.4157440093
355	0.4155525854
356	0.4154042861
357	0.4152976686
358	0.415057282
359	0.4148780977
360	0.4146907914
361	0.4144486351
362	0.4142749103
363	0.4139228346
364	0.4136774024
365	0.4135078107
366	0.413376916
367	0.413200913
368	0.4131273115
369	0.412747659
370	0.4127044944
371	0.4124863771
372	0.412280142
373	0.4121207903
374	0.411987547
375	0.4118757769
376	0.4117679849
377	0.4116390232
378	0.4114457697
379	0.4113005704
380	0.4111742585
381	0.4109597397
382	0.4107729095
383	0.4105113759
384	0.4103020676
385	0.4100509465
386	0.4097857609
387	0.4095709399
388	0.409396626
389	0.4092488215
390	0.4090755856
391	0.4089378412
392	0.4087445764
393	0.4086607001
394	0.4085057963
395	0.4082544677
396	0.4080273136
397	0.4078965788
398	0.4077484756
399	0.4075976137
400	0.4074083823
401	0.4072475772
402	0.4070586518
403	0.4068987192
404	0.4068084105
405	0.4066363404
406	0.4064841103
407	0.4062820363
408	0.4060845971
409	0.4058911085
410	0.4056894529
411	0.4055635171
412	0.4054411566
413	0.405249715
414	0.4050793033
415	0.4048894687
416	0.4047419431
417	0.4044816114
418	0.4042212846
419	0.404095379
420	0.4039561947
421	0.4037329692
422	0.4035476559
423	0.4034653165
424	0.4032560803
425	0.4030937641
426	0.4029367367
427	0.4027080508
428	0.402504767
429	0.4022545441
430	0.4021238729
431	0.4019817329
432	0.4017260073
433	0.4015077981
434	0.4013537368
435	0.4011727243
436	0.4010282106
437	0.4008161135
438	0.4005588458
439	0.4003671259
440	0.4002397134
441	0.4000434006
442	0.3998798529
443	0.3996812272
444	0.3995461692
445	0.3994040029
446	0.3993747781
447	0.3991893347
448	0.3989895902
449	0.3988355008
450	0.3986467276
451	0.39847864
452	0.3984062257
453	0.3982724511
454	0.3980884535
455	0.397900633
456	0.3977980535
457	0.397652056
458	0.3974224661
459	0.3972283731
460	0.3969555523
461	0.3967964963
462	0.3966853395
463	0.396437222
464	0.3962881856
465	0.3961336448
466	0.395938079
467	0.3957767116
468	0.3956212386
469	0.3954232898
470	0.3952805715
471	0.3950377904
472	0.3948829166
473	0.394588743
474	0.3945255701
475	0.3944098756
476	0.3942601614
477	0.3940840766
478	0.3939387316
479	0.39383668
480	0.3936702914
481	0.3934227451
482	0.3931752478
483	0.3929974118
484	0.3928741787
485	0.3927011311
486	0.3925478632
487	0.3923340041
488	0.3921543206
489	0.3920141388
490	0.3918602657
491	0.3915986033
492	0.391454956
493	0.391306088
494	0.3911010474
495	0.3908986232
496	0.3907754009
497	0.3905961212
498	0.3905296305
499	0.390351795
500	0.3902558816
501	0.3900593238
502	0.3898338124
503	0.3895659725
504	0.3893563565
505	0.3891865739
506	0.3889829024
507	0.3887680843
508	0.3885133323
509	0.3884526839
510	0.3882244336
511	0.388148654
512	0.3879341674
513	0.3877257987
514	0.3875461091
515	0.3873094612
516	0.3871303342
517	0.3869028161
518	0.386652696
519	0.3864433297
520	0.386244752
521	0.3860714217
522	0.3858170735
523	0.3856899023
524	0.3855401028
525	0.3853636204
526	0.3852308162
527	0.385040702
528	0.3848120744
529	0.3846577337
530	0.3845112457
531	0.384310408
532	0.3841027845
533	0.3839570352
534	0.3837959853
535	0.383521621
536	0.3833251771
537	0.383145069
538	0.3829270666
539	0.3827288731
540	0.3825101
541	0.3823980252
542	0.3822194105
543	0.3821147693
544	0.3819638937
545	0.3817538166
546	0.3815983615
547	0.3813819323
548	0.381205693
549	0.3810113929
550	0.3808815414
551	0.3807487599
552	0.3805423385
553	0.380274207
554	0.3801069928
555	0.3798894664
556	0.3798134167
557	0.3796535497
558	0.3795127305
559	0.3793293895
560	0.3791564887
561	0.3789700498
562	0.3788135943
563	0.3786190536
564	0.3784191645
565	0.378297736
566	0.3781026512
567	0.3778933901
568	0.3776924975
569	0.3775978052
570	0.3773972654
571	0.3772202047
572	0.3770774494
573	0.3769293167
574	0.3767122582
575	0.3765729733
576	0.3764345327
577	0.3762070505
578	0.3761248372
579	0.3759417886
580	0.3758181052
581	0.3756031806
582	0.3755011664
583	0.3753356404
584	0.3750677534
585	0.3748428249
586	0.3746694828
587	0.3745243465
588	0.374366431
589	0.3740965637
590	0.3739545576
591	0.3737626733
592	0.3735595736
593	0.373393747
594	0.3732724587
595	0.3731227385
596	0.3729296875
597	0.3727584116
598	0.3726139497
599	0.3724086508
600	0.3722372531
601	0.372058624
602	0.3718679778
603	0.3717037052
604	0.3714424386
605	0.3712583004
606	0.3711076798
607	0.3709481524
608	0.3708298915
609	0.3706921384
610	0.3705296932
611	0.3702881771
612	0.3701665715
613	0.3698972981
614	0.3697500706
615	0.369588181
616	0.369421743
617	0.3692989568
618	0.3692039643
619	0.3690591585
620	0.368935254
621	0.3687270592
622	0.3685875029
623	0.368419512
624	0.3682325501
625	0.3680504882
626	0.3679345397
627	0.3677326396
628	0.3676294928
629	0.3674704219
630	0.367299426
631	0.3670617241
632	0.366867465
633	0.3666829601
634	0.3664596021
635	0.366280693
636	0.3661678949
637	0.3659809633
638	0.3658069569
639	0.3656207836
640	0.365443304
641	0.3652909982
642	0.3650968983
643	0.3649244207
644	0.3647222529
645	0.364570468
646	0.364397324
647	0.3642997502
648	0.3640810375
649	0.3639231537
650	0.3637172419
651	0.3635690878
652	0.3634353424
653	0.3632286067
654	0.3630713685
655	0.3628626205
656	0.3626654641
657	0.3624272006
658	0.3622709534
659	0.3620248185
660	0.3619069254
661	0.3616880153
662	0.3614246446
663	0.3612315516
664	0.3610024818
665	0.3608661967
666	0.3607630209
667	0.3605492551
668	0.3603178843
669	0.360184889
670	0.3600126684
671	0.3598164764
672	0.3596115311
673	0.3594734288
674	0.3593257142
675	0.3591859308
676	0.358938239
677	0.3587858053
678	0.3586475722
679	0.3584893625
680	0.3583477558
681	0.3582491146
682	0.3580505757
683	0.3578785653
684	0.3577538415
685	0.3575463091
686	0.3573024161
687	0.3571122102
688	0.3569638877
689	0.356772651
690	0.3566334058
691	0.3565384037
692	0.3563873452
693	0.3563276828
694	0.3561373487
695	0.3559392381
696	0.3558059279
697	0.3556497966
698	0.355503498
699	0.3552702473
700	0.3551421091
701	0.3549641979
702	0.3548287886
703	0.3546773377
704	0.3545153854
705	0.3543601086
706	0.3541611221
707	0.3540394069
708	0.3539459493
709	0.3537877576
710	0.3536470915
711	0.3535098842
712	0.3532903586
713	0.3531937048
714	0.3530261683
715	0.3528029853
716	0.3526917038
717	0.3525024183
718	0.3523860479
719	0.3522520953
720	0.3519592699
721	0.3517007298
722	0.3515653903
723	0.3513884857
724	0.351278005
725	0.3511096794
726	0.3508984933
727	0.3508084519
728	0.350679029
729	0.3505372579
730	0.350391846
731	0.3501790447
732	0.350034214
733	0.3499069888
734	0.3496842516
735	0.3495447896
736	0.3494119116
737	0.349277077
738	0.3491695961
739	0.3490437045
740	0.3489296058
741	0.3488186459
742	0.3487305575
743	0.3485244735
744	0.3483130932
745	0.3482146814
746	0.3481074066
747	0.3479459332
748	0.3478171578
749	0.3476311867
750	0.3474971596
751	0.3473627391
752	0.3471459985
753	0.3470626099
754	0.3469092976
755	0.3468159214
756	0.3466739878
757	0.3465233173
758	0.3463102754
759	0.3461345585
760	0.3459679862
761	0.345842687
762	0.3457533875
763	0.3455704972
764	0.3454758237
765	0.3453451054
766	0.3451398849
767	0.3448951403
768	0.3447343596
769	0.3445278478
770	0.3443514916
771	0.3441240972
772	0.3439889428
773	0.3437349676
774	0.3436362577
775	0.3434350846
776	0.3432574169
777	0.3430944347
778	0.3429638284
779	0.3427970197
780	0.3426135775
781	0.3424806353
782	0.3423325904
783	0.3421480578
784	0.341926311
785	0.3417245644
786	0.3416015697
787	0.3414426207
788	0.3412831162
789	0.3411101481
790	0.3410247391
791	0.3408630845
792	0.3407557197
793	0.3406012607
794	0.3405139951
795	0.3404017017
796	0.340239572
797	0.3401284388
798	0.3399333328
799	0.339761307
800	0.3396044902
801	0.3394935519
802	0.3393772788
803	0.3392653476
804	0.3390929409
805	0.3389534159
806	0.3388565177
807	0.3386696386
808	0.3385809879
809	0.3384201821
810	0.3382965995
811	0.338129224
812	0.338046021
813	0.337920532
814	0.337734384
815	0.3376354479
816	0.3375133466
817	0.3372972013
818	0.337185196
819	0.3370580801
820	0.336906066
821	0.3367384316
822	0.3366160586
823	0.3363928749
824	0.3363195339
825	0.3361650704
826	0.3360583368
827	0.3359231175
828	0.3357364464
829	0.3356246951
830	0.335516713
831	0.3354241126
832	0.3352839924
833	0.335127991
834	0.3350333071
835	0.3348690946
836	0.3346833517
837	0.3345738758
838	0.3344210136
839	0.3342818781
840	0.3341469951
841	0.3339794717
842	0.3338502855
843	0.3337172992
844	0.333612411
845	0.333486747
846	0.3332953504
847	0.3330927388
848	0.3329408493
849	0.3328306061
850	0.3327155161
851	0.332628005
852	0.3325080721
853	0.332287458
854	0.3321303517
855	0.3319626276
856	0.3317815958
857	0.3316243387
858	0.3315016626
859	0.3314059171
860	0.3312732433
861	0.3310671029
862	0.3309272546
863	0.3308509536
864	0.3307356021
865	0.3306045652
866	0.3304325618
867	0.3303387874
868	0.3302043101
869	0.3301048752
870	0.3299165192
871	0.3298100479
872	0.3296412391
873	0.3294938866
874	0.329412314
875	0.3292676105
876	0.3290902252
877	0.3288901393
878	0.3287829387
879	0.3286274173
880	0.3285232604
881	0.3283628401
882	0.3281517591
883	0.3280125099
884	0.32788549
885	0.3277154975
886	0.3275551745
887	0.3273876026
888	0.3272392975
889	0.3270852934
890	0.3270034438
891	0.3268842028
892	0.3266263394
893	0.3265227269
894	0.3263983995
895	0.3262823794
896	0.3261716237
897	0.3259518124
898	0.3257981401
899	0.3256290777
900	0.3255215326
901	0.3253684507
902	0.3252714566
903	0.3251737474
904	0.3250473586
905	0.3249161173
906	0.3247355506
907	0.3246066108
908	0.3244528475
909	0.3243513785
910	0.3242300791
911	0.3240175861
912	0.3239045993
913	0.3238468838
914	0.3237422129
915	0.3236099293
916	0.3235389176
917	0.3234418113
918	0.3232244559
919	0.3230904226
920	0.3230007026
921	0.3228791467
922	0.3227438753
923	0.3225969461
924	0.3224718624
925	0.3223443125
926	0.3222492803
927	0.3221378307
928	0.3219320129
929	0.321841332
930	0.3217452848
931	0.3215874264
932	0.321456495
933	0.3213558139
934	0.3212336275
935	0.3211379983
936	0.3210134604
937	0.3208852471
938	0.3207411723
939	0.3206089026
940	0.3204356839
941	0.3202837615
942	0.3201394111
943	0.3200182586
944	0.3199258198
945	0.3198036552
946	0.3196307871
947	0.3195225308
948	0.3193999381
949	0.3192596262
950	0.3191375201
951	0.319031172
952	0.3188981376
953	0.3187897222
954	0.3187047241
955	0.3185080792
956	0.3183631159
957	0.3182730353
958	0.3181558008
959	0.3180676098
960	0.3179486667
961	0.3178317766
962	0.3176967336
963	0.3175642207
964	0.3173903951
965	0.3173035169
966	0.3171566103
967	0.3170164016
968	0.3169316965
969	0.3168125536
970	0.3166637503
971	0.3165399238
972	0.3164455679
973	0.316344226
974	0.3162707471
975	0.3161555379
976	0.315975145
977	0.3158587705
978	0.3157206686
979	0.315631547
980	0.3155510026
981	0.3154523236
982	0.3153632186
983	0.315257683
984	0.3150737441
985	0.3149463648
986	0.3148301573
987	0.3147201962
988	0.3145860946
989	0.3144299402
990	0.3143378873
991	0.3142419096
992	0.3141307115
993	0.3139943365
994	0.3138475116
995	0.3137302822
996	0.3135925096
997	0.3133789789
998	0.3132729675
999	0.3131409708
